battle_turn,opponent_pokemon,opponent_type,move_used,move_type,move_category,weather_condition,pikachu_status,terrain_type,held_item,pikachu_ability,opponent_level,pikachu_level,move_power,attack_stat,defense_stat,sp_attack_stat,sp_defense_stat,speed_stat_pikachu,speed_stat_opponent,attack_stage,defense_stage,speed_stage,type_effectiveness,critical_hit,move_hit,friendship_level,experience_points,healing_applied,damage_dealt,previous_hp,max_hp,pikachu_hp,round,turn,trainer_focus_score
Round 2542 - Turn 17:00,Alakazam,Psychic,Nuzzle,Normal,Physical,Clear,Paralyzed,,,Static,56,42,20,56,50,50,56,80,111,0,-1,-2,1,0,0,,3658,0,0,60,81,37,2542,17,47.6
Round 2542 - Turn 18:00,Steelix,Steel,Thunder,Electric,Special,Clear,,,Focus Sash,Static,,42,110,49,52,54,60,75,82,2,0,0,1,0,1,187,3736,0,105,60,81,20,2542,18,27.4
Round 2542 - Turn 19:00,Onix,Rock,Iron Tail,Electric,Physical,Clear,,,Light Ball,Static,45,42,100,59,38,43,64,75,76,0,1,0,0.5,0,1,202,2428,0,30,81,81,44,2542,19,61.1
Round 2542 - Turn 20:00,Lapras,Water,Thunderbolt,Electric,Special,Sun,Burned,,,Static,39,42,90,54,35,55,50,75,68,0,0,-1,2,0,1,93,2582,0,115,51,81,0,2542,20,9.2
Round 2542 - Turn 21:00,Charizard,Fire,Thunderbolt,Electric,Special,Electric Terrain,,Electric Terrain,Sitrus Berry,Static,45,42,90,58,45,56,64,78,50,0,1,1,1,0,1,229,3022,0,40,81,81,47,2542,21,54.4
Round 2542 - Turn 22:00,Lapras,Water,Thunderbolt,,Special,Clear,,,Sitrus Berry,Static,,42,90,57,38,51,63,89,78,0,0,1,2,0,1,90,3785,0,80,42,81,28,2542,22,39.1
Round 2542 - Turn 23:00,Vaporeon,Water,Volt Tackle,Electric,Physical,Sandstorm,,,Assault Vest,Static,40,42,120,57,46,56,58,,89,-1,0,0,2,0,1,155,699,0,115,81,81,15,2542,23,17.7
Round 2543 - Turn 00:00,,Water,Volt Tackle,Electric,Physical,Sun,,Electric Terrain,Sitrus Berry,Lightning Rod,46,41,120,50,37,51,60,81,,-2,0,1,,1,1,157,1815,0,170,79,,3,2543,0,18.7
Round 2543 - Turn 01:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,38,41,90,45,30,48,51,77,,-1,0,-1,1,0,1,59,5249,0,30,79,79,49,2543,1,62.8
Round 2543 - Turn 02:00,Onix,Rock,Iron Tail,Electric,Physical,Clear,,Misty Terrain,,Static,39,41,100,55,37,48,40,82,84,-1,-1,0,0.5,0,1,122,1132,0,40,47,79,16,2543,2,16.3
Round 2543 - Turn 03:00,Blastoise,Water,Thunderbolt,Electric,Special,Electric Terrain,,,Assault Vest,Static,47,41,90,59,55,43,54,79,73,-1,-2,0,2,0,1,216,2893,0,105,8,,29,2543,3,46.5
Round 2543 - Turn 04:00,Machamp,Fighting,Agility,Electric,Status,Clear,Paralyzed,,Assault Vest,Static,41,41,0,51,39,,46,78,64,0,1,1,1,0,1,99,3128,,0,79,79,79,2543,4,91.9
Round 2543 - Turn 05:00,Blastoise,Water,Agility,Electric,Status,Hail,,Grassy Terrain,Light Ball,Static,39,41,0,53,37,53,52,83,,0,0,0,1,0,1,190,1955,0,0,79,79,79,2543,5,88.1
Round 2543 - Turn 06:00,Charizard,Fire,Quick Attack,Electric,Physical,Hail,,,Light Ball,Lightning Rod,34,41,40,56,38,,47,76,,0,0,0,1,0,1,200,3357,0,30,79,79,62,2543,6,63.9
Round 2543 - Turn 07:00,Blastoise,Water,Volt Tackle,Electric,Physical,Clear,,Misty Terrain,Focus Sash,Static,39,41,120,48,35,46,40,,132,1,0,0,2,0,1,224,1764,37,250,49,79,0,2543,7,15
Round 2543 - Turn 08:00,Rhydon,Rock,Electro Ball,Electric,Special,Sandstorm,,Electric Terrain,,Static,47,41,80,45,44,54,47,85,52,-2,-1,0,0.5,0,1,204,3622,0,25,79,79,79,2543,8,89.6
Round 2543 - Turn 09:00,Alakazam,Psychic,Agility,Electric,Status,Clear,,,Sitrus Berry,Static,44,41,0,58,46,45,54,82,81,0,0,-2,1,0,1,,4762,0,0,54,79,79,2543,9,97.1
Round 2543 - Turn 10:00,Charizard,Fire,Quick Attack,Electric,Physical,Clear,,Electric Terrain,,Static,32,41,40,50,28,42,45,79,99,-1,0,0,1,0,1,74,4178,0,,54,79,34,2543,10,44.7
Round 2543 - Turn 11:00,Alakazam,Psychic,,Electric,Physical,Sun,,Electric Terrain,,Static,45,41,120,58,50,41,59,73,35,0,0,0,1,0,1,68,3102,0,90,21,79,22,2543,11,35.5
Round 2543 - Turn 12:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Electric Terrain,,,Light Ball,Static,42,41,20,46,36,45,46,80,61,0,0,0,0.5,0,1,154,2135,0,5,79,79,79,2543,12,86.7
Round 2543 - Turn 13:00,Skarmory,Steel,Volt Tackle,Electric,Physical,Clear,Burned,,,Static,45,41,120,58,45,43,63,73,37,0,0,0,,0,1,202,5199,0,35,75,79,36,2543,13,57.2
Round 2543 - Turn 14:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Sun,Burned,Electric Terrain,Sitrus Berry,Static,36,41,100,59,35,45,54,84,82,1,1,0,1,0,1,114,4575,0,55,38,,0,2543,14,12.6
Round 2543 - Turn 15:00,Venusaur,Grass,Thunder,Electric,Special,Rain,,,Assault Vest,Static,44,41,110,51,54,48,56,87,66,,2,1,0.5,0,1,41,4613,0,20,79,79,67,2543,15,72
Round 2543 - Turn 16:00,Rhydon,Rock,Volt Tackle,Electric,Physical,Clear,,,,Static,37,41,120,54,33,42,56,86,88,0,0,-1,0.5,1,1,169,2461,0,80,59,79,0,2543,16,11.2
Round 2543 - Turn 17:00,Rhydon,Rock,Thunderbolt,Electric,Special,Clear,,,,Static,27,41,90,50,32,53,35,87,103,-1,1,1,0.5,,1,133,3975,27,25,,79,79,2543,17,87.7
Round 2543 - Turn 18:00,Charizard,Fire,,Electric,Special,Clear,,Electric Terrain,Light Ball,Static,36,41,80,56,44,53,53,74,56,1,-2,0,1,0,1,178,2650,0,170,79,79,0,2543,18,16
Round 2543 - Turn 19:00,Onix,Rock,Quick Attack,Electric,Physical,Sandstorm,,,Assault Vest,Static,43,41,40,55,53,48,59,86,64,,0,-1,0.5,0,1,117,2598,0,20,79,79,79,2543,19,100
Round 2543 - Turn 20:00,Lapras,Water,Quick Attack,Electric,Physical,Electric Terrain,Paralyzed,,Assault Vest,Static,38,41,40,45,45,52,53,79,93,0,1,,2,0,1,109,3969,0,35,57,79,33,2543,20,49.4
Round 2543 - Turn 21:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Rain,,Electric Terrain,Light Ball,Static,35,41,40,52,28,47,53,75,63,-1,-2,0,0.5,0,1,142,1206,,35,24,79,38,2543,21,56.7
Round 2543 - Turn 22:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Clear,,,,Static,42,41,20,49,34,41,58,74,70,2,0,0,0.5,0,1,109,,0,10,79,79,79,2543,22,89.4
Round 2543 - Turn 23:00,Golem,Rock,Thunder,Electric,Special,Rain,,Misty Terrain,Sitrus Berry,Static,37,41,110,46,33,54,41,82,84,0,-1,-1,0.5,0,1,,3482,0,55,69,79,29,2543,23,42.6
Round 2544 - Turn 00:00,Machamp,Fighting,Nuzzle,Normal,Physical,Rain,,Grassy Terrain,,Static,38,31,20,48,45,,54,69,69,0,0,0,1,,1,131,3690,0,5,62,,41,2544,0,64.4
Round 2544 - Turn 01:00,Machamp,Fighting,Nuzzle,Normal,,Sandstorm,,Grassy Terrain,Light Ball,Static,27,31,20,41,40,33,34,69,61,-1,0,0,1,0,1,152,2012,,5,55,62,52,2544,1,81.6
Round 2544 - Turn 02:00,Steelix,Steel,Thunder,Electric,Special,Rain,,,Light Ball,Lightning Rod,26,31,110,44,31,39,36,66,45,0,0,0,,0,1,163,3563,0,50,50,62,16,2544,2,28.3
Round 2544 - Turn 03:00,Dragonite,Dragon,Thunder,Electric,Special,Hail,,Grassy Terrain,Light Ball,Static,22,31,110,40,23,44,28,67,91,-1,0,-1,0.5,0,1,179,,0,25,1,62,0,2544,3,5.8
Round 2544 - Turn 04:00,Venusaur,Grass,,,Special,Electric Terrain,,,,Static,36,31,110,48,36,40,37,58,49,-1,0,1,0.5,0,1,113,,0,15,62,62,24,2544,4,37.5
Round 2544 - Turn 05:00,Blastoise,Water,Quick Attack,Electric,Physical,Clear,,Electric Terrain,Sitrus Berry,Static,31,31,40,47,34,43,44,67,80,1,0,-2,2,0,1,164,1747,0,95,,62,0,2544,5,17.3
Round 2544 - Turn 06:00,Blastoise,Water,Electro Ball,Electric,Special,Hail,,,Light Ball,Lightning Rod,33,31,80,39,41,40,52,57,64,0,-2,0,2,0,1,149,2196,0,110,62,62,0,2544,6,15.5
Round 2544 - Turn 07:00,Skarmory,Steel,Thunderbolt,Electric,Special,Sun,,Grassy Terrain,Light Ball,Static,32,31,90,37,38,42,34,60,70,0,0,0,1,0,1,140,2655,0,45,62,62,16,2544,7,37.1
Round 2544 - Turn 08:00,Venusaur,Grass,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,32,31,90,39,35,37,,68,50,1,0,0,0.5,0,1,183,2349,0,30,18,62,0,2544,8,7.8
Round 2544 - Turn 09:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,Paralyzed,Misty Terrain,Sitrus Berry,Static,37,31,90,46,,40,45,63,74,0,2,0,1,0,0,192,3498,0,0,62,62,42,2544,9,70
Round 2544 - Turn 10:00,Rhydon,Rock,Thunder,Electric,Special,Sandstorm,,,,Static,36,31,110,36,36,44,40,60,60,0,0,0,0.5,0,1,140,1900,0,25,62,62,26,2544,10,50
Round 2544 - Turn 11:00,Alakazam,Psychic,Volt Tackle,Electric,Physical,Clear,Paralyzed,,Light Ball,Static,36,31,120,42,38,40,45,64,104,-1,-1,1,1,0,1,176,1170,0,55,37,62,17,2544,11,27.1
Round 2544 - Turn 12:00,Blastoise,Water,Iron Tail,Electric,Physical,Clear,,,,Static,36,31,100,48,36,42,36,63,46,0,0,0,2,0,1,174,269,0,115,62,62,33,2544,12,53.3
Round 2544 - Turn 13:00,Blastoise,Water,Nuzzle,Normal,Physical,Electric Terrain,,Electric Terrain,Sitrus Berry,Static,25,31,20,39,35,36,39,62,55,0,-2,0,2,0,1,212,3007,0,30,62,62,44,2544,13,69.7
Round 2544 - Turn 14:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Rain,Burned,Electric Terrain,Light Ball,Static,25,31,90,41,39,,26,67,101,0,0,0,1,0,1,108,2751,0,80,34,62,0,2544,14,20.5
Round 2544 - Turn 15:00,Onix,Rock,,Electric,Special,Clear,Burned,Grassy Terrain,,Lightning Rod,31,31,110,37,41,35,39,59,59,0,0,0,0.5,,1,105,1524,0,20,,62,48,2544,15,80.4
Round 2544 - Turn 16:00,,Water,Volt Tackle,Electric,,Sun,Paralyzed,Grassy Terrain,Light Ball,Static,28,31,120,44,27,40,43,57,57,0,0,0,2,0,1,84,4927,0,160,40,62,23,2544,16,56
Round 2544 - Turn 17:00,Snorlax,Normal,Agility,Electric,Status,Sun,,,Assault Vest,Static,40,31,0,47,47,40,48,56,103,-2,0,0,1,0,1,142,3562,0,0,62,62,62,2544,17,93
Round 2544 - Turn 18:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Sun,,Electric Terrain,Sitrus Berry,Lightning Rod,33,31,90,35,37,44,47,65,71,-1,0,0,1,0,1,145,1631,,35,62,62,36,2544,18,47.1
Round 2544 - Turn 19:00,Blastoise,,Agility,Electric,Status,Clear,,,Light Ball,Static,32,31,0,36,26,35,36,60,50,-1,-1,0,1,0,1,162,2247,0,0,29,62,61,2544,19,96.5
Round 2544 - Turn 20:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Electric Terrain,Paralyzed,,,Static,31,31,90,40,33,43,45,69,37,0,0,0,1,0,1,170,4000,0,45,29,62,28,2544,20,40.4
Round 2544 - Turn 21:00,Charizard,Fire,Agility,Electric,Status,Clear,,,Assault Vest,Static,38,31,0,39,38,38,42,64,71,-1,0,0,1,0,1,170,5003,0,0,62,62,62,2544,21,96.8
Round 2544 - Turn 22:00,Charizard,Fire,Thunderbolt,Electric,Special,Electric Terrain,,,Light Ball,Static,34,31,90,39,32,42,52,62,60,0,1,0,1,0,1,135,0,27,20,,62,47,2544,22,72.9
Round 2544 - Turn 23:00,Venusaur,Grass,Thunder,Electric,Special,Clear,,Grassy Terrain,,Static,30,31,110,36,33,35,35,63,45,0,1,-1,0.5,0,1,147,1306,0,15,62,62,24,2544,23,42.9
Round 2545 - Turn 00:00,Onix,,Thunderbolt,Electric,Special,Sandstorm,Burned,,Light Ball,Static,39,39,90,49,38,41,,73,110,-1,0,0,0.5,0,0,152,1107,0,0,2,76,0,2545,0,12.8
Round 2545 - Turn 01:00,Dragonite,Dragon,Electro Ball,Electric,Special,Rain,,,,Static,36,39,80,44,42,48,48,77,102,1,0,0,0.5,0,1,170,4314,0,30,2,76,38,2545,1,51
Round 2545 - Turn 02:00,Machamp,Fighting,Volt Tackle,Electric,Physical,Sandstorm,Burned,Electric Terrain,Focus Sash,Static,39,39,120,53,36,47,50,82,78,0,0,0,1,0,1,134,2725,0,55,76,76,55,2545,2,60.7
Round 2545 - Turn 03:00,Charizard,Fire,Electro Ball,Electric,Special,Clear,,,Light Ball,Static,32,39,80,51,27,45,40,82,77,-1,-1,0,1,0,1,177,1642,0,45,19,76,26,2545,3,48.4
Round 2545 - Turn 04:00,Gengar,Ghost,Agility,Electric,Status,Rain,,Electric Terrain,,Static,42,39,0,49,48,50,45,76,80,0,-1,-1,1,0,1,116,2384,0,0,76,76,76,2545,4,96.9
Round 2545 - Turn 05:00,Alakazam,Psychic,Quick Attack,Electric,Physical,Clear,,,Focus Sash,Static,40,39,40,55,43,44,44,71,86,0,0,0,1,0,1,61,3088,0,30,76,76,59,2545,5,73.8
Round 2545 - Turn 06:00,Dragonite,Dragon,Thunder,Electric,,Clear,,,Assault Vest,Static,35,39,110,48,44,50,44,83,71,2,0,2,0.5,0,1,166,3683,0,65,47,76,28,2545,6,48.3
Round 2545 - Turn 07:00,Gengar,Ghost,Volt Tackle,Electric,Physical,Sun,,,Sitrus Berry,Static,29,39,120,53,25,50,33,77,59,0,1,0,1,0,1,94,1870,0,90,76,76,27,2545,7,42.3
Round 2545 - Turn 08:00,Blastoise,,Iron Tail,Electric,Physical,Clear,,Electric Terrain,Light Ball,Static,43,39,100,55,50,43,51,71,54,-1,1,-2,2,,1,244,2441,0,65,76,76,29,2545,8,52.9
Round 2545 - Turn 09:00,Venusaur,Grass,Iron Tail,Electric,Physical,,Burned,,Sitrus Berry,Static,44,39,100,54,,50,59,72,62,0,-1,2,0.5,0,1,194,2934,0,25,13,76,21,2545,9,46.3
Round 2545 - Turn 10:00,Dragonite,Dragon,Quick Attack,Electric,,Clear,Paralyzed,,,Static,39,39,40,47,49,39,44,74,,0,0,0,0.5,1,1,167,3462,0,15,76,,66,2545,10,91.7
Round 2545 - Turn 11:00,Lapras,Water,Thunder,Electric,Special,Clear,,,,Static,46,39,110,43,42,48,48,82,,0,2,0,2,0,1,190,2397,0,60,60,76,0,2545,11,16.6
Round 2545 - Turn 12:00,Vaporeon,Water,Thunderbolt,Electric,Special,Sun,,,Sitrus Berry,Static,36,39,90,43,,48,43,72,72,0,2,0,2,0,1,81,1645,0,55,1,76,0,2545,12,19.3
Round 2545 - Turn 13:00,Alakazam,Psychic,Electro Ball,Electric,Special,Rain,,Grassy Terrain,Assault Vest,Static,46,39,80,47,48,43,54,70,51,0,1,1,1,0,1,171,3276,0,20,76,76,54,2545,13,80.9
Round 2545 - Turn 14:00,Charizard,Fire,,Electric,Special,Rain,,,Light Ball,Lightning Rod,31,39,110,45,,45,31,72,62,0,-2,0,1,1,1,189,4493,0,225,55,76,0,2545,14,4.3
Round 2545 - Turn 15:00,Dragonite,Dragon,Agility,Electric,Status,Sun,,,Light Ball,Static,50,39,0,56,45,45,50,,76,,0,0,,0,,143,1524,0,0,,76,63,2545,15,79.5
Round 2545 - Turn 16:00,Alakazam,Psychic,Electro Ball,Electric,Special,Rain,,Electric Terrain,Sitrus Berry,Lightning Rod,37,39,80,47,46,44,46,82,84,1,0,0,1,0,1,95,916,0,80,76,76,0,2545,16,10.5
Round 2545 - Turn 17:00,Steelix,Steel,Agility,Electric,Status,Rain,,,Assault Vest,Static,28,39,0,55,28,51,37,84,30,,0,-1,1,0,1,63,2327,0,0,76,76,53,2545,17,65
Round 2545 - Turn 18:00,Lapras,Water,Volt Tackle,Electric,Physical,Sun,,,Focus Sash,Static,40,39,120,45,33,41,45,79,93,1,0,0,2,0,1,147,2650,,250,76,76,0,2545,18,17.4
Round 2545 - Turn 19:00,Blastoise,Water,Volt Tackle,Electric,Physical,Electric Terrain,,,,Static,39,39,120,51,40,49,54,84,101,-1,0,0,2,0,1,148,3045,35,110,76,76,0,2545,19,9.6
Round 2545 - Turn 20:00,Lapras,Water,Volt Tackle,Electric,Physical,Clear,,,Focus Sash,Static,35,39,120,47,46,45,53,74,71,0,0,-1,2,0,0,124,4450,0,0,76,76,51,2545,20,76.8
Round 2545 - Turn 21:00,Rhydon,Rock,Agility,Electric,Status,Clear,Burned,,,Lightning Rod,27,39,0,55,35,44,42,74,,0,0,0,1,0,1,57,2671,0,0,76,76,61,2545,21,86.4
Round 2545 - Turn 22:00,Alakazam,Psychic,Agility,Electric,Status,Electric Terrain,,,Light Ball,Static,39,39,0,47,45,39,49,76,88,0,0,0,1,0,1,117,3654,0,0,76,76,45,2545,22,60.9
Round 2545 - Turn 23:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,Paralyzed,Grassy Terrain,,Static,40,39,90,56,34,40,56,73,79,,0,0,1,0,1,132,1611,0,,76,76,30,2545,23,35.9
Round 2546 - Turn 00:00,Alakazam,Psychic,Quick Attack,Electric,Physical,Electric Terrain,,,Sitrus Berry,Static,29,31,40,39,25,45,32,60,60,0,0,1,1,0,1,127,2176,0,25,62,62,62,2546,0,86.7
Round 2546 - Turn 01:00,Gengar,Ghost,Nuzzle,Normal,Physical,Clear,,,,Static,25,31,20,38,38,41,36,61,81,0,0,1,1,0,1,65,2511,0,5,36,62,62,2546,1,100
Round 2546 - Turn 02:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Sandstorm,,,,Static,36,31,100,35,46,39,55,66,33,-1,1,1,1,0,1,150,2241,,15,30,62,53,2546,2,81.2
Round 2546 - Turn 03:00,Blastoise,Water,Thunderbolt,Electric,Special,Hail,Paralyzed,,,Static,32,31,90,42,38,41,49,61,78,1,0,0,2,0,1,124,2233,,95,32,,62,2546,3,100
Round 2546 - Turn 04:00,Blastoise,Water,Electro Ball,Electric,Special,Clear,,,,Static,35,31,80,46,44,36,38,65,52,0,0,0,2,0,0,201,3013,0,0,62,62,62,2546,4,100
Round 2546 - Turn 05:00,Steelix,Steel,Quick Attack,Electric,Physical,Sandstorm,,,,Static,30,31,40,48,30,42,46,66,39,0,,1,1,0,1,193,2358,0,40,62,62,54,2546,5,100
Round 2546 - Turn 06:00,Blastoise,Water,Agility,Electric,Status,Sun,,,Light Ball,Static,36,31,0,47,,34,54,60,41,0,0,-1,1,0,1,186,1966,0,0,23,62,20,2546,6,49.1
Round 2546 - Turn 07:00,Charizard,Fire,Electro Ball,Electric,Special,Clear,Paralyzed,Grassy Terrain,Sitrus Berry,Static,34,31,80,,38,32,41,60,,1,1,2,1,0,1,101,804,0,,23,,28,2546,7,53.8
Round 2546 - Turn 08:00,Onix,,Electro Ball,Electric,Special,Clear,,,Assault Vest,Static,35,31,80,41,38,37,39,58,54,0,0,0,0.5,0,1,121,4370,0,15,62,62,62,2546,8,91.9
Round 2546 - Turn 09:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,Electric Terrain,Light Ball,Lightning Rod,23,,100,43,20,33,24,55,98,0,0,0,1,0,1,70,494,0,120,46,62,62,2546,9,97.9
Round 2546 - Turn 10:00,Snorlax,Normal,Volt Tackle,Electric,Physical,Clear,,,Light Ball,Static,27,31,120,36,27,37,45,57,76,2,0,0,1,0,1,178,2317,0,130,62,62,48,2546,10,75.1
Round 2546 - Turn 11:00,Steelix,Steel,Quick Attack,Electric,Physical,Clear,,Grassy Terrain,Assault Vest,Static,29,31,40,44,38,31,31,57,88,0,0,0,1,0,1,203,1978,0,20,62,62,33,2546,11,64.8
Round 2546 - Turn 12:00,Rhydon,Rock,Thunder,Electric,Special,Clear,,,,Static,29,31,110,36,33,39,35,68,36,1,0,2,0.5,0,1,155,4080,0,35,42,62,40,2546,12,58.4
Round 2546 - Turn 13:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,,,,Static,39,31,90,37,47,,55,68,59,,-2,0,1,0,1,173,2186,,55,,62,21,2546,13,37.6
Round 2546 - Turn 14:00,Gengar,Ghost,Thunderbolt,Electric,Special,Electric Terrain,,Electric Terrain,Light Ball,Static,24,31,90,47,,32,33,57,45,-1,0,0,1,0,1,204,708,0,30,62,62,52,2546,14,87.1
Round 2546 - Turn 15:00,Charizard,Fire,Thunderbolt,Electric,Special,Clear,,Misty Terrain,Assault Vest,Static,25,31,90,36,33,39,29,58,62,0,1,-1,1,0,1,132,3799,0,35,30,62,14,2546,15,27.2
Round 2546 - Turn 16:00,Vaporeon,Water,Quick Attack,Electric,Physical,Hail,,Electric Terrain,Sitrus Berry,Static,36,31,40,42,,41,55,56,45,1,0,0,2,0,1,135,3616,0,75,62,62,0,2546,16,19.1
Round 2546 - Turn 17:00,Rhydon,Rock,Quick Attack,Electric,Physical,Rain,,Electric Terrain,Sitrus Berry,Static,28,31,40,36,37,45,30,55,49,1,1,0,0.5,1,1,89,1138,0,15,62,62,28,2546,17,53.6
Round 2546 - Turn 18:00,Skarmory,Steel,Thunderbolt,Electric,Special,Electric Terrain,,,Sitrus Berry,Static,24,31,90,44,37,31,40,55,70,0,1,0,1,0,1,89,4080,0,20,46,62,33,2546,18,58.2
Round 2546 - Turn 19:00,Blastoise,Water,Electro Ball,Electric,Special,Rain,Burned,Electric Terrain,,Static,26,31,80,34,36,36,33,64,58,0,1,-2,2,0,1,53,1327,0,70,27,62,0,2546,19,21.4
Round 2546 - Turn 20:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Clear,,,Sitrus Berry,Static,28,31,100,37,24,31,42,56,81,0,0,0,1,0,1,237,,0,65,62,62,11,2546,20,24.3
Round 2546 - Turn 21:00,Rhydon,Rock,Iron Tail,Electric,Physical,Sun,,,Light Ball,Static,27,31,100,40,34,45,42,67,85,-1,0,0,0.5,0,1,74,2177,0,20,62,62,62,2546,21,90.5
Round 2546 - Turn 22:00,Lapras,Water,Thunderbolt,Electric,Special,Hail,,,Light Ball,Static,37,31,90,39,42,34,38,55,37,0,0,0,2,0,1,137,2284,0,65,44,62,0,2546,22,17.2
Round 2546 - Turn 23:00,Charizard,,Quick Attack,Electric,Physical,Sandstorm,,Grassy Terrain,Light Ball,,27,31,40,47,36,40,45,68,31,1,0,0,1,0,1,184,2859,0,30,62,62,37,2546,23,58.5
Round 2547 - Turn 00:00,Charizard,Fire,Nuzzle,Normal,Physical,,,,Light Ball,Static,36,38,20,45,36,48,52,70,59,1,0,0,1,0,1,156,1056,0,15,74,74,68,2547,0,83.9
Round 2547 - Turn 01:00,Dragonite,Dragon,Thunderbolt,Electric,Special,Hail,Paralyzed,,Sitrus Berry,Lightning Rod,43,38,90,46,44,43,57,79,71,0,-1,0,0.5,0,1,181,2784,0,25,60,74,12,2547,1,32.2
Round 2547 - Turn 02:00,Charizard,Fire,Agility,Electric,Status,Clear,Paralyzed,Electric Terrain,Light Ball,Static,26,38,0,54,28,47,30,71,83,2,0,0,1,0,1,154,2808,0,0,34,74,2,2547,2,25.1
Round 2547 - Turn 03:00,Lapras,Water,Iron Tail,Electric,Physical,Clear,,,Light Ball,Static,,38,100,49,33,50,50,74,68,0,1,0,2,0,1,141,2707,0,95,34,74,0,2547,3,11.8
Round 2547 - Turn 04:00,Venusaur,Grass,Thunder,Electric,Special,Sandstorm,,Grassy Terrain,,Static,36,38,110,45,40,38,43,79,81,0,0,0,0.5,0,1,160,2391,0,25,74,74,7,2547,4,25.7
Round 2547 - Turn 05:00,Blastoise,Water,Electro Ball,Electric,Special,Rain,,Misty Terrain,Assault Vest,Static,37,38,80,51,45,48,52,82,54,0,0,0,2,0,1,107,1713,0,75,50,74,0,2547,5,15.2
Round 2547 - Turn 06:00,Rhydon,Rock,Iron Tail,Electric,Physical,Sandstorm,,Grassy Terrain,Focus Sash,Static,35,38,100,45,44,46,36,76,88,,-1,0,0.5,0,1,94,,0,40,74,74,0,2547,6,15.2
Round 2547 - Turn 07:00,Rhydon,Rock,Thunderbolt,Electric,Special,Sandstorm,Burned,Electric Terrain,,Static,44,38,90,51,51,50,53,76,79,0,0,0,0.5,0,1,179,1827,0,30,36,74,0,2547,7,13.4
Round 2547 - Turn 08:00,Charizard,Fire,Iron Tail,Electric,Physical,Sandstorm,,,Assault Vest,Lightning Rod,36,38,100,52,47,42,38,75,,-1,0,2,1,0,1,201,1711,0,35,7,74,0,2547,8,14.1
Round 2547 - Turn 09:00,Steelix,Steel,Iron Tail,Electric,Physical,Clear,,,Assault Vest,Static,40,38,100,46,37,39,47,68,66,0,0,0,1,0,1,185,3156,0,65,74,74,15,2547,9,33.1
Round 2547 - Turn 10:00,Alakazam,Psychic,Volt Tackle,Electric,Physical,Rain,,Electric Terrain,Assault Vest,Static,37,38,120,41,33,44,55,80,56,0,0,0,1,0,1,107,4089,0,100,10,74,9,2547,10,21.9
Round 2547 - Turn 11:00,Dragonite,Dragon,Nuzzle,Normal,Physical,Clear,,,Focus Sash,Static,39,38,20,55,48,39,41,74,72,1,0,0,0.5,0,1,221,2001,,5,74,74,48,2547,11,72.4
Round 2547 - Turn 12:00,Gengar,Ghost,Electro Ball,Electric,Special,Hail,,,,Static,37,38,80,55,,45,56,71,50,0,-1,0,1,0,1,107,2099,0,,69,74,0,2547,12,11.2
Round 2547 - Turn 13:00,,Grass,Agility,Electric,Status,Sandstorm,,,Sitrus Berry,Static,37,38,0,45,34,52,40,73,69,0,1,0,1,0,1,128,4174,0,0,22,74,0,2547,13,17.3
Round 2547 - Turn 14:00,Steelix,Steel,Iron Tail,Electric,Physical,Sun,,Grassy Terrain,Focus Sash,Lightning Rod,33,38,100,52,33,39,36,74,38,0,-1,0,1,0,1,125,2172,0,115,,,0,2547,14,19.7
Round 2547 - Turn 15:00,Rhydon,Rock,Thunderbolt,Electric,,Clear,,,Assault Vest,Static,27,38,90,51,28,45,29,79,75,0,0,-1,0.5,1,1,164,3654,0,50,74,74,0,2547,15,14.8
Round 2547 - Turn 16:00,Gengar,Ghost,Thunderbolt,Electric,Special,Clear,Paralyzed,,Focus Sash,Static,40,38,90,49,48,50,56,71,87,0,0,1,1,0,1,17,2542,0,40,22,74,0,2547,16,11.9
Round 2547 - Turn 17:00,,Ghost,Thunder,Electric,Special,Clear,,,Sitrus Berry,Static,40,38,110,42,49,49,52,76,65,0,1,0,1,0,1,,2514,0,35,74,74,4,2547,17,16.2
Round 2547 - Turn 18:00,Vaporeon,Water,Thunder,Electric,Special,Sun,,,Light Ball,Static,44,38,110,54,51,51,49,81,,0,0,0,2,0,1,183,3063,0,110,41,74,0,2547,18,11.6
Round 2547 - Turn 19:00,Alakazam,Psychic,Electro Ball,Electric,Special,Clear,,,Focus Sash,Static,39,38,80,51,35,38,47,69,83,-1,0,0,1,0,0,178,2964,0,0,74,74,43,2547,19,60.5
